単位[万kWh],,,,,,,,,,,,,,
DATE,TIME,東京エリア需要,供給力,,,,,,,,,,,
,,,原子力,火力,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,連系線,合計
2020/1/1,0:00,2857,0,2423,94,0,29,0,0,22,0,9,280,2857
2020/1/1,1:00,2703,0,2261,97,0,28,0,0,22,0,0,295,2703
2020/1/1,2:00,2602,0,2145,95,0,28,0,0,21,0,0,313,2602
2020/1/1,3:00,2520,0,2076,95,0,28,0,0,21,0,24,276,2520
2020/1/1,4:00,2464,0,1981,88,0,28,0,0,20,0,25,322,2464
2020/1/1,5:00,2469,0,1965,94,0,28,0,0,20,0,0,362,2469
2020/1/1,6:00,2585,0,2077,100,0,28,0,0,19,0,0,361,2585
2020/1/1,7:00,2763,0,2164,106,0,28,53,0,17,0,0,395,2763
2020/1/1,8:00,2917,0,2027,103,0,28,310,0,14,0,0,435,2917
2020/1/1,9:00,2859,0,1794,95,0,28,547,0,14,0,-61,442,2859
2020/1/1,10:00,2718,0,1771,94,0,28,703,0,15,0,-316,423,2718
2020/1/1,11:00,2595,0,1771,90,0,28,772,0,16,0,-516,434,2595
2020/1/1,12:00,2520,0,1772,90,0,28,747,0,17,0,-568,434,2520
2020/1/1,13:00,2449,0,1782,92,0,28,631,0,17,0,-525,424,2449
2020/1/1,14:00,2432,0,1800,100,0,28,454,0,18,0,-352,384,2432
2020/1/1,15:00,2503,0,1864,112,0,28,188,0,17,0,-90,384,2503
2020/1/1,16:00,2717,0,2081,122,0,28,4,0,16,0,95,371,2717
2020/1/1,17:00,3019,0,2205,125,0,28,0,0,16,0,328,317,3019
2020/1/1,18:00,3089,0,2264,127,0,28,0,0,16,0,333,321,3089
2020/1/1,19:00,3105,0,2337,112,0,28,0,0,16,0,271,341,3105
2020/1/1,20:00,3107,0,2489,103,0,28,0,0,17,0,163,307,3107
2020/1/1,21:00,3075,0,2568,100,0,28,0,0,19,0,60,300,3075
2020/1/1,22:00,2963,0,2479,96,0,28,0,0,20,0,16,324,2963
2020/1/1,23:00,2843,0,2370,92,0,28,0,0,20,0,12,321,2843
2020/1/2,0:00,2640,0,2131,95,0,28,0,0,18,0,0,368,2640
2020/1/2,1:00,2514,0,1990,95,0,28,0,0,18,0,0,383,2514
2020/1/2,2:00,2468,0,1964,93,0,28,0,0,18,0,0,365,2468
2020/1/2,3:00,2441,0,1961,89,0,28,0,0,19,0,0,344,2441
2020/1/2,4:00,2435,0,1932,91,0,28,0,0,19,0,0,365,2435
2020/1/2,5:00,2487,0,1991,90,0,28,0,0,17,0,0,361,2487
2020/1/2,6:00,2658,0,2125,102,0,28,0,0,16,0,0,387,2658
2020/1/2,7:00,2863,0,2231,104,0,28,56,0,17,0,0,427,2863
2020/1/2,8:00,3010,0,2102,93,0,28,327,0,15,0,0,445,3010
2020/1/2,9:00,2961,0,1822,90,0,28,565,0,15,0,-28,469,2961
2020/1/2,10:00,2865,0,1751,91,0,28,702,0,16,0,-183,460,2865
2020/1/2,11:00,2773,0,1752,88,0,28,747,0,19,0,-327,466,2773
2020/1/2,12:00,2687,0,1750,88,0,28,674,0,20,0,-335,462,2687
2020/1/2,13:00,2583,0,1755,91,0,28,569,0,19,0,-326,447,2583
2020/1/2,14:00,2541,0,1804,96,0,28,414,0,18,0,-243,424,2541
2020/1/2,15:00,2600,0,1910,104,0,28,179,0,16,0,-18,381,2600
2020/1/2,16:00,2808,0,2186,122,0,28,4,0,18,0,123,327,2808
2020/1/2,17:00,3107,0,2346,124,0,28,0,0,19,0,224,366,3107
2020/1/2,18:00,3187,0,2405,127,0,28,0,0,18,0,289,320,3187
2020/1/2,19:00,3196,0,2447,116,0,28,0,0,19,0,254,332,3196
2020/1/2,20:00,3184,0,2529,108,0,28,0,0,19,0,166,334,3184
2020/1/2,21:00,3128,0,2599,101,0,28,0,0,19,0,31,350,3128
2020/1/2,22:00,2999,0,2531,97,0,28,0,0,17,0,0,326,2999
2020/1/2,23:00,2868,0,2393,96,0,28,0,0,15,0,0,336,2868
2020/1/3,0:00,2653,0,2223,96,0,28,0,0,13,0,0,293,2653
2020/1/3,1:00,2525,0,2070,94,0,28,0,0,12,0,0,321,2525
2020/1/3,2:00,2478,0,2034,89,0,28,0,0,12,0,0,315,2478
2020/1/3,3:00,2457,0,2010,87,0,28,0,0,11,0,0,321,2457
2020/1/3,4:00,2449,0,1976,86,0,28,0,0,9,0,0,350,2449
2020/1/3,5:00,2503,0,2033,87,0,28,0,0,8,0,0,347,2503
2020/1/3,6:00,2670,0,2187,97,0,28,0,0,7,0,0,351,2670
2020/1/3,7:00,2892,0,2308,102,0,28,65,0,7,0,0,382,2892
2020/1/3,8:00,3074,0,2209,95,0,28,333,0,6,0,0,403,3074
2020/1/3,9:00,3034,0,1898,91,0,28,588,0,5,0,0,424,3034
2020/1/3,10:00,2908,0,1704,88,0,28,760,0,6,0,-135,457,2908
2020/1/3,11:00,2777,0,1737,82,0,28,826,0,7,0,-285,382,2777
2020/1/3,12:00,2693,0,1742,81,0,28,794,0,10,0,-327,365,2693
2020/1/3,13:00,2629,0,1804,86,0,28,671,0,12,0,-345,373,2629
2020/1/3,14:00,2603,0,1906,89,0,28,468,0,12,0,-290,390,2603
2020/1/3,15:00,2647,0,2034,99,0,28,191,0,10,0,-113,398,2647
2020/1/3,16:00,2845,0,2306,113,0,28,5,0,10,0,43,340,2845
2020/1/3,17:00,3159,0,2533,122,0,28,0,0,12,0,100,364,3159
2020/1/3,18:00,3251,0,2642,122,0,28,0,0,13,0,108,338,3251
2020/1/3,19:00,3263,0,2698,107,0,28,0,0,13,0,118,299,3263
2020/1/3,20:00,3239,0,2685,100,0,28,0,0,13,0,118,295,3239
2020/1/3,21:00,3168,0,2660,95,0,28,0,0,13,0,55,317,3168
2020/1/3,22:00,3021,0,2566,92,0,28,0,0,13,0,14,308,3021
2020/1/3,23:00,2874,0,2420,89,0,28,0,0,14,0,0,323,2874
2020/1/4,0:00,2662,0,2170,89,0,28,0,0,20,0,0,355,2662
2020/1/4,1:00,2535,0,2061,87,0,28,0,0,22,0,0,337,2535
2020/1/4,2:00,2481,0,2027,80,0,28,0,0,23,0,0,323,2481
2020/1/4,3:00,2448,0,2001,79,0,28,0,0,23,0,0,317,2448
2020/1/4,4:00,2442,0,1975,89,0,28,0,0,21,0,0,329,2442
2020/1/4,5:00,2506,0,2056,90,0,28,0,0,18,0,0,314,2506
2020/1/4,6:00,2704,0,2261,88,0,28,0,0,17,0,8,302,2704
2020/1/4,7:00,2942,0,2365,100,0,28,57,0,17,0,51,324,2942
2020/1/4,8:00,3179,0,2320,108,0,29,324,0,17,0,34,347,3179
2020/1/4,9:00,3229,0,2153,103,0,28,552,0,17,0,0,376,3229
2020/1/4,10:00,3143,0,2017,95,0,28,688,0,17,0,-54,352,3143
2020/1/4,11:00,3055,0,2028,91,0,28,764,0,16,0,-209,337,3055
2020/1/4,12:00,2990,0,2039,90,0,28,711,0,16,0,-218,324,2990
2020/1/4,13:00,2929,0,2063,97,0,28,544,0,15,0,-136,318,2929
2020/1/4,14:00,2936,0,2099,104,0,28,346,0,16,0,-31,374,2936
2020/1/4,15:00,2999,0,2354,116,0,28,130,0,12,0,0,359,2999
2020/1/4,16:00,3203,0,2687,124,0,29,3,0,9,0,22,329,3203
2020/1/4,17:00,3441,0,2861,134,0,29,0,0,7,0,60,350,3441
2020/1/4,18:00,3486,0,2927,134,0,29,0,0,7,0,35,354,3486
2020/1/4,19:00,3473,0,2920,122,0,29,0,0,6,0,16,380,3473
2020/1/4,20:00,3414,0,2879,113,0,28,0,0,6,0,0,388,3414
2020/1/4,21:00,3286,0,2752,105,0,28,0,0,7,0,0,394,3286
2020/1/4,22:00,3096,0,2572,90,0,28,0,0,7,0,0,399,3096
2020/1/4,23:00,2945,0,2438,87,0,28,0,0,6,0,0,386,2945
2020/1/5,0:00,2753,0,2313,87,0,28,0,0,11,0,-14,328,2753
2020/1/5,1:00,2624,0,2237,88,0,28,0,0,11,0,-41,301,2624
2020/1/5,2:00,2575,0,2245,88,0,28,0,0,13,0,-80,281,2575
2020/1/5,3:00,2544,0,2244,81,0,28,0,0,15,0,-101,277,2544
2020/1/5,4:00,2531,0,2239,80,0,28,0,0,16,0,-114,282,2531
2020/1/5,5:00,2590,0,2295,81,0,28,0,0,15,0,-112,283,2590
2020/1/5,6:00,2771,0,2363,94,0,28,0,0,15,0,-14,285,2771
2020/1/5,7:00,3014,0,2497,99,0,29,65,0,16,0,0,308,3014
2020/1/5,8:00,3234,0,2443,106,0,31,330,0,17,0,0,307,3234
2020/1/5,9:00,3263,0,2229,102,0,31,573,0,17,0,-73,384,3263
2020/1/5,10:00,3172,0,2079,98,0,32,730,0,17,0,-200,416,3172
2020/1/5,11:00,3077,0,2025,84,0,32,769,0,18,0,-214,363,3077
2020/1/5,12:00,3014,0,2051,83,0,32,732,0,21,0,-261,356,3014
2020/1/5,13:00,2970,0,2058,86,0,32,613,0,21,0,-197,357,2970
2020/1/5,14:00,2956,0,2094,98,0,32,416,0,21,0,-93,388,2956
2020/1/5,15:00,3039,0,2302,111,0,33,177,0,21,0,-4,399,3039
2020/1/5,16:00,3290,0,2710,121,0,33,6,0,20,0,0,400,3290
2020/1/5,17:00,3667,0,3062,135,0,33,0,0,17,0,21,399,3667
2020/1/5,18:00,3777,0,3136,137,0,33,0,0,16,0,56,399,3777
2020/1/5,19:00,3778,0,3129,122,0,33,0,0,16,0,73,405,3778
2020/1/5,20:00,3736,0,3112,116,0,33,0,0,16,0,46,413,3736
2020/1/5,21:00,3593,0,2998,109,0,33,0,0,18,0,4,431,3593
2020/1/5,22:00,3367,0,2791,93,0,33,0,0,19,0,0,431,3367
2020/1/5,23:00,3161,0,2614,91,0,33,0,0,19,0,0,404,3161
2020/1/6,0:00,2900,0,2400,90,0,33,0,0,18,0,0,359,2900
2020/1/6,1:00,2756,0,2282,84,0,33,0,0,18,0,0,339,2756
2020/1/6,2:00,2698,0,2252,82,0,33,0,0,19,0,-18,330,2698
2020/1/6,3:00,2674,0,2251,80,0,33,0,0,19,0,-28,319,2674
2020/1/6,4:00,2715,0,2293,79,0,33,0,0,20,0,-28,318,2715
2020/1/6,5:00,2953,0,2516,87,0,33,0,0,21,0,0,296,2953
2020/1/6,6:00,3454,0,2980,118,0,33,0,0,21,0,0,302,3454
2020/1/6,7:00,3881,0,3337,119,0,33,56,0,20,0,14,302,3881
2020/1/6,8:00,4168,0,3297,147,0,33,326,0,21,0,11,333,4168
2020/1/6,9:00,4201,0,2977,153,0,33,583,0,21,0,0,434,4201
2020/1/6,10:00,4058,0,2681,142,0,33,762,0,21,0,0,419,4058
2020/1/6,11:00,3945,0,2577,112,0,32,826,0,22,0,-33,409,3945
2020/1/6,12:00,3731,0,2492,108,0,32,797,0,22,0,-171,451,3731
2020/1/6,13:00,3782,0,2584,108,0,32,663,0,21,0,-6,380,3782
2020/1/6,14:00,3771,0,2774,116,0,32,454,0,21,0,0,374,3771
2020/1/6,15:00,3808,0,3069,139,0,32,174,0,21,0,0,373,3808
2020/1/6,16:00,4012,0,3396,194,0,33,5,0,20,0,44,320,4012
2020/1/6,17:00,4177,0,3561,231,0,33,0,0,18,0,91,243,4177
2020/1/6,18:00,4154,0,3522,230,0,33,0,0,15,0,72,282,4154
2020/1/6,19:00,4077,0,3454,211,0,33,0,0,13,0,22,344,4077
2020/1/6,20:00,3965,0,3391,139,0,32,0,0,12,0,10,381,3965
2020/1/6,21:00,3804,0,3236,117,0,32,0,0,10,0,0,409,3804
2020/1/6,22:00,3600,0,3049,108,0,33,0,0,8,0,0,402,3600
2020/1/6,23:00,3338,0,2792,99,0,33,0,0,7,0,0,407,3338
2020/1/7,0:00,3054,0,2644,95,0,33,0,0,7,0,0,275,3054
2020/1/7,1:00,2903,0,2540,88,0,33,0,0,7,0,-62,297,2903
2020/1/7,2:00,2857,0,2619,88,0,33,0,0,6,0,-174,285,2857
2020/1/7,3:00,2843,0,2665,86,0,33,0,0,6,0,-206,259,2843
2020/1/7,4:00,2873,0,2609,85,0,33,0,0,6,0,-93,233,2873
2020/1/7,5:00,3075,0,2720,91,0,33,0,0,5,0,-1,227,3075
2020/1/7,6:00,3534,0,3107,110,0,33,0,0,4,0,0,280,3534
2020/1/7,7:00,3903,0,3352,165,0,32,42,0,4,0,0,308,3903
2020/1/7,8:00,4291,0,3527,172,0,32,241,0,3,0,5,311,4291
2020/1/7,9:00,4485,0,3567,115,0,32,389,0,3,0,6,373,4485
2020/1/7,10:00,4403,0,3459,114,0,32,438,0,3,0,10,347,4403
2020/1/7,11:00,4334,0,3336,107,0,32,471,0,3,0,0,385,4334
2020/1/7,12:00,4201,0,3325,107,0,32,315,0,2,0,2,418,4201
2020/1/7,13:00,4294,0,3561,112,0,32,145,0,3,0,58,383,4294
2020/1/7,14:00,4278,0,3605,114,0,32,57,0,3,0,111,356,4278
2020/1/7,15:00,4311,0,3664,136,0,32,13,0,3,0,152,311,4311
2020/1/7,16:00,4466,0,3690,197,0,32,1,0,3,0,265,278,4466
2020/1/7,17:00,4501,0,3699,207,0,32,0,0,3,0,266,294,4501
2020/1/7,18:00,4442,0,3711,210,0,32,0,0,4,0,160,325,4442
2020/1/7,19:00,4335,0,3675,206,0,32,0,0,6,0,62,354,4335
2020/1/7,20:00,4208,0,3619,147,0,32,0,0,8,0,26,376,4208
2020/1/7,21:00,4010,0,3453,120,0,32,0,0,8,0,0,397,4010
2020/1/7,22:00,3773,0,3232,104,0,32,0,0,8,0,0,397,3773
2020/1/7,23:00,3494,0,2999,96,0,32,0,0,8,0,0,359,3494
2020/1/8,0:00,3174,0,2789,95,0,32,0,0,8,0,-4,254,3174
2020/1/8,1:00,2998,0,2699,94,0,32,0,0,10,0,-97,260,2998
2020/1/8,2:00,2916,0,2704,93,0,32,0,0,12,0,-208,283,2916
2020/1/8,3:00,2882,0,2703,95,0,32,0,0,14,0,-238,276,2882
2020/1/8,4:00,2909,0,2658,99,0,32,0,0,15,0,-166,271,2909
2020/1/8,5:00,3091,0,2705,107,0,32,0,0,15,0,-31,263,3091
2020/1/8,6:00,3537,0,3075,130,0,32,0,0,15,0,0,285,3537
2020/1/8,7:00,3940,0,3408,134,0,32,15,0,14,0,16,321,3940
2020/1/8,8:00,4355,0,3652,179,0,32,70,0,14,0,135,273,4355
2020/1/8,9:00,4653,0,3725,183,0,32,98,0,13,0,353,249,4653
2020/1/8,10:00,4638,0,3724,180,0,32,101,0,13,0,292,296,4638
2020/1/8,11:00,4631,0,3735,183,0,32,113,0,12,0,250,306,4631
2020/1/8,12:00,4287,0,3517,134,0,32,233,0,15,0,31,325,4287
2020/1/8,13:00,4315,0,3451,142,0,32,371,0,16,0,0,303,4315
2020/1/8,14:00,4206,0,3410,148,0,32,279,0,19,0,0,318,4206
2020/1/8,15:00,4138,0,3471,174,0,32,122,0,21,0,0,318,4138
2020/1/8,16:00,4272,0,3617,218,0,32,5,0,23,0,64,313,4272
2020/1/8,17:00,4399,0,3667,229,0,32,0,0,24,0,115,332,4399
2020/1/8,18:00,4363,0,3635,231,0,32,0,0,25,0,95,345,4363
2020/1/8,19:00,4263,0,3594,184,0,32,0,0,24,0,49,380,4263
2020/1/8,20:00,4134,0,3500,169,0,32,0,0,24,0,2,407,4134
2020/1/8,21:00,3950,0,3326,149,0,32,0,0,20,0,0,423,3950
2020/1/8,22:00,3725,0,3126,145,0,32,0,0,21,0,0,401,3725
2020/1/8,23:00,3430,0,2919,140,0,32,0,0,24,0,0,315,3430
2020/1/9,0:00,3108,0,2650,135,0,32,0,0,36,0,-42,297,3108
2020/1/9,1:00,2927,0,2621,134,0,32,0,0,35,0,-179,284,2927
2020/1/9,2:00,2852,0,2616,133,0,32,0,0,34,0,-232,269,2852
2020/1/9,3:00,2823,0,2619,131,0,32,0,0,35,0,-232,238,2823
2020/1/9,4:00,2862,0,2637,128,0,32,0,0,35,0,-174,204,2862
2020/1/9,5:00,3040,0,2670,134,0,32,0,0,33,0,-21,192,3040
2020/1/9,6:00,3463,0,2977,154,0,32,0,0,32,0,0,268,3463
2020/1/9,7:00,3750,0,3163,154,0,32,58,0,28,0,0,315,3750
2020/1/9,8:00,3966,0,3085,192,0,32,347,0,24,0,0,286,3966
2020/1/9,9:00,4010,0,2949,145,0,32,619,0,20,0,0,245,4010
2020/1/9,10:00,3887,0,2657,140,0,32,795,0,17,0,0,246,3887
2020/1/9,11:00,3786,0,2520,136,0,32,862,0,16,0,-35,255,3786
2020/1/9,12:00,3585,0,2505,134,0,32,833,0,16,0,-215,280,3585
2020/1/9,13:00,3679,0,2526,134,0,32,719,0,16,0,-18,270,3679
2020/1/9,14:00,3663,0,2722,136,0,32,492,0,16,0,0,265,3663
2020/1/9,15:00,3693,0,3010,159,0,32,205,0,16,0,0,271,3693
2020/1/9,16:00,3878,0,3354,199,0,32,9,0,14,0,14,256,3878
2020/1/9,17:00,4090,0,3486,206,0,32,0,0,14,0,82,270,4090
2020/1/9,18:00,4086,0,3468,209,0,32,0,0,12,0,60,305,4086
2020/1/9,19:00,3994,0,3403,209,0,32,0,0,9,0,3,338,3994
2020/1/9,20:00,3876,0,3280,198,0,32,0,0,11,0,0,355,3876
2020/1/9,21:00,3705,0,3098,176,0,32,0,0,10,0,0,389,3705
2020/1/9,22:00,3522,0,2988,120,0,32,0,0,9,0,0,373,3522
2020/1/9,23:00,3285,0,2827,115,0,32,0,0,9,0,0,302,3285
2020/1/10,0:00,3009,0,2574,121,0,32,0,0,11,0,0,271,3009
2020/1/10,1:00,2864,0,2409,118,0,31,0,0,10,0,0,296,2864
2020/1/10,2:00,2818,0,2380,117,0,32,0,0,8,0,0,281,2818
2020/1/10,3:00,2817,0,2457,116,0,31,0,0,9,0,0,204,2817
2020/1/10,4:00,2870,0,2525,117,0,32,0,0,9,0,0,187,2870
2020/1/10,5:00,3072,0,2727,127,0,31,0,0,10,0,0,177,3072
2020/1/10,6:00,3504,0,3060,137,0,31,0,0,11,0,0,265,3504
2020/1/10,7:00,3840,0,3278,158,0,31,50,0,12,0,5,306,3840
2020/1/10,8:00,4095,0,3279,152,0,31,301,0,11,0,0,321,4095
2020/1/10,9:00,4127,0,3072,149,0,31,538,0,10,0,0,327,4127
2020/1/10,10:00,3959,0,2709,134,0,31,729,0,11,0,3,342,3959
2020/1/10,11:00,3859,0,2562,120,0,31,839,0,10,0,-8,305,3859
2020/1/10,12:00,3684,0,2546,117,0,31,781,0,9,0,-147,347,3684
2020/1/10,13:00,3756,0,2694,120,0,31,619,0,8,0,-3,287,3756
2020/1/10,14:00,3739,0,2812,121,0,31,438,0,6,0,0,331,3739
2020/1/10,15:00,3774,0,3054,194,0,31,192,0,6,0,0,297,3774
2020/1/10,16:00,3936,0,3383,205,0,31,7,0,6,0,40,264,3936
2020/1/10,17:00,4124,0,3485,215,0,31,0,0,5,0,126,262,4124
2020/1/10,18:00,4115,0,3476,218,0,31,0,0,5,0,105,280,4115
2020/1/10,19:00,4022,0,3444,216,0,31,0,0,5,0,10,316,4022
2020/1/10,20:00,3913,0,3355,203,0,31,0,0,5,0,0,319,3913
2020/1/10,21:00,3769,0,3261,122,0,31,0,0,4,0,0,351,3769
2020/1/10,22:00,3615,0,3115,110,0,31,0,0,5,0,2,352,3615
2020/1/10,23:00,3399,0,2901,105,0,31,0,0,5,0,11,346,3399
2020/1/11,0:00,3139,0,2708,99,0,31,0,0,5,0,0,296,3139
2020/1/11,1:00,2982,0,2558,95,0,31,0,0,5,0,0,293,2982
2020/1/11,2:00,2902,0,2498,93,0,31,0,0,4,0,0,276,2902
2020/1/11,3:00,2857,0,2489,93,0,31,0,0,4,0,0,240,2857
2020/1/11,4:00,2844,0,2494,93,0,31,0,0,4,0,0,222,2844
2020/1/11,5:00,2907,0,2510,92,0,31,0,0,5,0,0,269,2907
2020/1/11,6:00,3121,0,2683,100,0,31,0,0,4,0,0,303,3121
2020/1/11,7:00,3411,0,2910,107,0,31,37,0,3,0,0,323,3411
2020/1/11,8:00,3812,0,3112,112,0,31,196,0,3,0,21,337,3812
2020/1/11,9:00,4001,0,3147,110,0,31,299,0,3,0,58,353,4001
2020/1/11,10:00,3899,0,3020,107,0,31,363,0,3,0,12,363,3899
2020/1/11,11:00,3729,0,2808,109,0,31,436,0,3,0,0,342,3729
2020/1/11,12:00,3520,0,2554,107,0,31,488,0,4,0,0,336,3520
2020/1/11,13:00,3417,0,2468,112,0,31,487,0,6,0,0,313,3417
2020/1/11,14:00,3355,0,2511,112,0,31,392,0,6,0,0,303,3355
2020/1/11,15:00,3355,0,2721,122,0,31,183,0,7,0,0,291,3355
2020/1/11,16:00,3521,0,3020,132,0,31,10,0,8,0,8,312,3521
2020/1/11,17:00,3786,0,3221,144,0,31,0,0,10,0,52,328,3786
2020/1/11,18:00,3832,0,3256,136,0,31,0,0,9,0,59,341,3832
2020/1/11,19:00,3800,0,3232,128,0,31,0,0,10,0,34,365,3800
2020/1/11,20:00,3724,0,3189,112,0,31,0,0,12,0,2,378,3724
2020/1/11,21:00,3591,0,3052,109,0,31,0,0,11,0,0,388,3591
2020/1/11,22:00,3402,0,2903,98,0,31,0,0,9,0,2,359,3402
2020/1/11,23:00,3229,0,2783,96,0,31,0,0,11,0,3,305,3229
2020/1/12,0:00,3007,0,2552,94,0,31,0,0,10,0,0,320,3007
2020/1/12,1:00,2871,0,2413,94,0,31,0,0,11,0,0,322,2871
2020/1/12,2:00,2807,0,2350,91,0,31,0,0,9,0,0,326,2807
2020/1/12,3:00,2774,0,2322,89,0,31,0,0,9,0,0,323,2774
2020/1/12,4:00,2764,0,2314,88,0,31,0,0,9,0,0,322,2764
2020/1/12,5:00,2818,0,2382,88,0,31,0,0,10,0,0,307,2818
2020/1/12,6:00,2998,0,2545,98,0,31,0,0,11,0,0,313,2998
2020/1/12,7:00,3223,0,2735,107,0,31,48,0,10,0,0,292,3223
2020/1/12,8:00,3461,0,2660,110,0,31,267,0,7,0,0,386,3461
2020/1/12,9:00,3603,0,2608,111,0,31,445,0,4,0,0,404,3603
2020/1/12,10:00,3587,0,2584,110,0,31,437,0,4,0,0,421,3587
2020/1/12,11:00,3477,0,2556,107,0,31,365,0,4,0,0,414,3477
2020/1/12,12:00,3389,0,2479,105,0,31,358,0,3,0,0,413,3389
2020/1/12,13:00,3359,0,2539,114,0,31,263,0,3,0,0,409,3359
2020/1/12,14:00,3291,0,2604,114,0,31,139,0,3,0,0,400,3291
2020/1/12,15:00,3354,0,2791,117,0,31,48,0,3,0,0,364,3354
2020/1/12,16:00,3538,0,3022,128,0,31,1,0,3,0,0,353,3538
2020/1/12,17:00,3763,0,3226,137,0,31,0,0,3,0,29,337,3763
2020/1/12,18:00,3796,0,3225,143,0,31,0,0,3,0,45,349,3796
2020/1/12,19:00,3750,0,3207,131,0,31,0,0,3,0,26,352,3750
2020/1/12,20:00,3663,0,3176,111,0,31,0,0,4,0,3,338,3663
2020/1/12,21:00,3511,0,2999,107,0,32,0,0,4,0,0,369,3511
2020/1/12,22:00,3307,0,2792,95,0,32,0,0,4,0,0,384,3307
2020/1/12,23:00,3109,0,2656,93,0,32,0,0,4,0,0,324,3109
2020/1/13,0:00,2868,0,2435,95,0,32,0,0,3,0,0,303,2868
2020/1/13,1:00,2737,0,2317,94,0,32,0,0,4,0,-21,311,2737
2020/1/13,2:00,2692,0,2327,91,0,32,0,0,4,0,-78,316,2692
2020/1/13,3:00,2674,0,2314,90,0,32,0,0,5,0,-82,315,2674
2020/1/13,4:00,2699,0,2321,91,0,32,0,0,5,0,-65,315,2699
2020/1/13,5:00,2796,0,2364,88,0,32,0,0,6,0,-1,307,2796
2020/1/13,6:00,3025,0,2601,97,0,31,0,0,6,0,0,290,3025
2020/1/13,7:00,3283,0,2749,103,0,31,56,0,5,0,0,339,3283
2020/1/13,8:00,3550,0,2697,109,0,31,341,0,6,0,0,366,3550
2020/1/13,9:00,3586,0,2477,110,0,31,614,0,5,0,0,349,3586
2020/1/13,10:00,3481,0,2206,106,0,31,798,0,8,0,-22,354,3481
2020/1/13,11:00,3376,0,2138,103,0,31,865,0,7,0,-148,380,3376
2020/1/13,12:00,3247,0,2132,105,0,31,831,0,7,0,-274,415,3247
2020/1/13,13:00,3242,0,2210,107,0,31,711,0,7,0,-216,392,3242
2020/1/13,14:00,3212,0,2304,109,0,31,492,0,6,0,-88,358,3212
2020/1/13,15:00,3249,0,2550,116,0,31,213,0,6,0,-12,345,3249
2020/1/13,16:00,3405,0,2875,140,0,31,11,0,6,0,0,342,3405
2020/1/13,17:00,3713,0,3174,146,0,31,0,0,5,0,17,340,3713
2020/1/13,18:00,3812,0,3251,145,0,31,0,0,6,0,49,330,3812
2020/1/13,19:00,3783,0,3213,134,0,31,0,0,5,0,28,372,3783
2020/1/13,20:00,3713,0,3167,119,0,31,0,0,5,0,4,387,3713
2020/1/13,21:00,3558,0,2998,117,0,31,0,0,5,0,0,407,3558
2020/1/13,22:00,3338,0,2785,104,0,32,0,0,5,0,0,412,3338
2020/1/13,23:00,3102,0,2608,101,0,32,0,0,5,0,0,356,3102
2020/1/14,0:00,2857,0,2437,93,0,32,0,0,6,0,-15,304,2857
2020/1/14,1:00,2742,0,2408,90,0,32,0,0,5,0,-99,306,2742
2020/1/14,2:00,2717,0,2413,87,0,32,0,0,5,0,-118,298,2717
2020/1/14,3:00,2726,0,2430,86,0,32,0,0,6,0,-90,262,2726
2020/1/14,4:00,2790,0,2439,87,0,32,0,0,6,0,-44,270,2790
2020/1/14,5:00,3035,0,2653,105,0,32,0,0,5,0,0,240,3035
2020/1/14,6:00,3468,0,3053,112,0,31,0,0,5,0,0,267,3468
2020/1/14,7:00,3800,0,3311,143,0,31,58,0,5,0,0,252,3800
2020/1/14,8:00,4057,0,3183,178,0,31,343,0,6,0,0,316,4057
2020/1/14,9:00,4124,0,3005,146,0,31,616,0,6,0,0,320,4124
2020/1/14,10:00,4004,0,2765,128,0,31,788,0,7,0,0,285,4004
2020/1/14,11:00,3940,0,2689,124,0,31,829,0,8,0,-31,290,3940
2020/1/14,12:00,3742,0,2651,123,0,31,730,0,8,0,-117,316,3742
2020/1/14,13:00,3814,0,2809,134,0,31,554,0,6,0,-10,290,3814
2020/1/14,14:00,3771,0,3009,138,0,31,357,0,5,0,0,231,3771
2020/1/14,15:00,3770,0,3124,171,0,31,156,0,4,0,0,284,3770
2020/1/14,16:00,3944,0,3465,199,0,31,8,0,4,0,36,201,3944
2020/1/14,17:00,4131,0,3583,221,0,31,0,0,5,0,84,207,4131
2020/1/14,18:00,4112,0,3529,219,0,31,0,0,5,0,82,246,4112
2020/1/14,19:00,4007,0,3462,194,0,31,0,0,4,0,35,281,4007
2020/1/14,20:00,3888,0,3356,176,0,31,0,0,5,0,0,320,3888
2020/1/14,21:00,3718,0,3195,125,0,31,0,0,5,0,0,362,3718
2020/1/14,22:00,3522,0,3010,116,0,32,0,0,6,0,0,358,3522
2020/1/14,23:00,3269,0,2810,103,0,32,0,0,6,0,0,318,3269
2020/1/15,0:00,2975,0,2580,91,0,32,0,0,2,0,-19,289,2975
2020/1/15,1:00,2830,0,2512,90,0,32,0,0,3,0,-119,312,2830
2020/1/15,2:00,2793,0,2508,88,0,32,0,0,6,0,-131,290,2793
2020/1/15,3:00,2792,0,2532,86,0,32,0,0,7,0,-115,250,2792
2020/1/15,4:00,2849,0,2590,87,0,32,0,0,7,0,-115,248,2849
2020/1/15,5:00,3023,0,2697,101,0,32,0,0,8,0,-10,195,3023
2020/1/15,6:00,3422,0,2988,105,0,32,0,0,9,0,0,288,3422
2020/1/15,7:00,3810,0,3311,145,0,32,34,0,9,0,0,279,3810
