単位[万kWh],,,,,,,,,,,,,,
DATE,TIME,東京エリア需要,供給力,,,,,,,,,,,
,,,原子力,火力,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,連系線,合計
2020/2/11,12:00,3461,0,2408,56,0,39,939,0,17,0,-415,417,3461
2020/2/11,13:00,3453,0,2485,57,0,39,860,0,17,0,-446,441,3453
2020/2/11,14:00,3405,0,2528,59,0,39,673,0,16,0,-335,425,3405
2020/2/11,15:00,3417,0,2610,80,0,39,393,0,16,0,-98,377,3417
2020/2/11,16:00,3578,0,2947,125,0,39,90,0,14,0,0,363,3578
2020/2/11,17:00,3936,0,3339,148,0,39,0,0,13,0,31,366,3936
2020/2/11,18:00,4110,0,3455,148,0,39,0,0,12,0,93,363,4110
2020/2/11,19:00,4091,0,3454,149,0,39,0,0,11,0,61,377,4091
2020/2/11,20:00,4043,0,3438,144,0,39,0,0,12,0,44,366,4043
2020/2/11,21:00,3899,0,3344,109,0,39,0,0,11,0,14,382,3899
2020/2/11,22:00,3665,0,3147,63,0,39,0,0,9,0,0,407,3665
2020/2/11,23:00,3441,0,2932,58,0,39,0,0,8,0,0,404,3441
2020/2/12,0:00,3177,0,2705,56,0,39,0,0,9,0,-5,373,3177
2020/2/12,1:00,3041,0,2578,53,0,39,0,0,8,0,-10,373,3041
2020/2/12,2:00,2987,0,2526,68,0,39,0,0,9,0,-10,355,2987
2020/2/12,3:00,2964,0,2491,85,0,39,0,0,9,0,-10,350,2964
2020/2/12,4:00,3012,0,2512,108,0,39,0,0,8,0,-5,350,3012
2020/2/12,5:00,3244,0,2738,108,0,39,0,0,9,0,0,350,3244
2020/2/12,6:00,3749,0,3206,111,0,39,2,0,9,0,23,359,3749
2020/2/12,7:00,4075,0,3315,129,0,39,113,0,8,0,62,409,4075
2020/2/12,8:00,4259,0,3197,141,0,39,397,0,6,0,9,470,4259
2020/2/12,9:00,4303,0,2997,130,0,39,661,0,6,0,0,470,4303
2020/2/12,10:00,4172,0,2718,96,0,37,831,0,7,0,0,483,4172
2020/2/12,11:00,4011,0,2528,72,0,37,908,0,7,0,-26,485,4011
2020/2/12,12:00,3760,0,2312,67,0,37,896,0,7,0,-63,504,3760
2020/2/12,13:00,3816,0,2504,71,0,37,767,0,9,0,-20,448,3816
2020/2/12,14:00,3692,0,2612,101,0,37,569,0,10,0,-26,389,3692
2020/2/12,15:00,3661,0,2810,131,0,37,359,0,11,0,0,313,3661
2020/2/12,16:00,3794,0,3191,140,0,37,87,0,11,0,5,323,3794
2020/2/12,17:00,3999,0,3399,152,0,37,0,0,12,0,15,384,3999
2020/2/12,18:00,4058,0,3432,156,0,37,0,0,12,0,26,395,4058
2020/2/12,19:00,3977,0,3353,160,0,37,0,0,12,0,1,414,3977
2020/2/12,20:00,3864,0,3237,156,0,37,0,0,12,0,0,422,3864
2020/2/12,21:00,3694,0,3078,137,0,37,0,0,12,0,0,430,3694
2020/2/12,22:00,3486,0,2920,104,0,37,0,0,11,0,0,414,3486
2020/2/12,23:00,3222,0,2710,76,0,37,0,0,11,0,0,388,3222
2020/2/13,0:00,2942,0,2449,72,0,37,0,0,9,0,0,375,2942
2020/2/13,1:00,2804,0,2317,65,0,37,0,0,9,0,0,376,2804
2020/2/13,2:00,2752,0,2268,60,0,37,0,0,8,0,0,379,2752
2020/2/13,3:00,2734,0,2259,73,0,37,0,0,9,0,0,356,2734
2020/2/13,4:00,2771,0,2287,80,0,37,0,0,9,0,0,358,2771
2020/2/13,5:00,2928,0,2444,91,0,37,0,0,9,0,0,347,2928
2020/2/13,6:00,3290,0,2797,112,0,37,0,0,10,0,12,322,3290
2020/2/13,7:00,3637,0,2979,147,0,37,68,0,11,0,5,390,3637
2020/2/13,8:00,4017,0,3255,152,0,37,164,0,14,0,13,382,4017
2020/2/13,9:00,4122,0,3244,136,0,37,273,0,15,0,20,397,4122
2020/2/13,10:00,3992,0,2830,125,0,37,514,0,15,0,6,465,3992
2020/2/13,11:00,3804,0,2474,123,0,37,708,0,14,0,-16,464,3804
2020/2/13,12:00,3518,0,2296,119,0,37,829,0,14,0,-227,450,3518
2020/2/13,13:00,3571,0,2299,108,0,37,817,0,15,0,-137,432,3571
2020/2/13,14:00,3496,0,2343,118,0,37,662,0,17,0,-101,420,3496
2020/2/13,15:00,3459,0,2500,135,0,37,402,0,19,0,-12,378,3459
2020/2/13,16:00,3482,0,2820,148,0,38,97,0,21,0,8,350,3482
2020/2/13,17:00,3643,0,2953,160,0,38,0,0,22,0,127,343,3643
2020/2/13,18:00,3696,0,2932,163,0,38,0,0,23,0,184,356,3696
2020/2/13,19:00,3609,0,2874,167,0,38,0,0,21,0,121,388,3609
2020/2/13,20:00,3517,0,2890,166,0,38,0,0,23,0,12,388,3517
2020/2/13,21:00,3375,0,2754,155,0,38,0,0,22,0,0,406,3375
2020/2/13,22:00,3223,0,2634,123,0,38,0,0,21,0,0,407,3223
2020/2/13,23:00,3034,0,2478,99,0,38,0,0,21,0,0,398,3034
2020/2/14,0:00,2802,0,2235,101,0,37,0,0,24,0,-10,415,2802
2020/2/14,1:00,2695,0,2137,98,0,37,0,0,24,0,-10,409,2695
2020/2/14,2:00,2674,0,2120,91,0,37,0,0,23,0,-10,413,2674
2020/2/14,3:00,2672,0,2121,95,0,37,0,0,20,0,-10,409,2672
2020/2/14,4:00,2708,0,2163,99,0,37,0,0,14,0,-10,405,2708
2020/2/14,5:00,2866,0,2309,115,0,37,0,0,10,0,-5,400,2866
2020/2/14,6:00,3190,0,2618,126,0,37,0,0,8,0,7,394,3190
2020/2/14,7:00,3393,0,2662,139,0,37,108,0,7,0,18,422,3393
2020/2/14,8:00,3683,0,2746,146,0,37,343,0,8,0,16,387,3683
2020/2/14,9:00,3831,0,2698,129,0,37,565,0,8,0,5,389,3831
2020/2/14,10:00,3757,0,2409,120,0,37,773,0,6,0,0,412,3757
2020/2/14,11:00,3752,0,2422,122,0,37,726,0,4,0,-1,442,3752
2020/2/14,12:00,3573,0,2431,122,0,37,549,0,3,0,-35,466,3573
2020/2/14,13:00,3628,0,2760,118,0,37,294,0,2,0,0,417,3628
2020/2/14,14:00,3617,0,2951,139,0,37,114,0,2,0,0,374,3617
2020/2/14,15:00,3605,0,3068,156,0,37,23,0,3,0,0,318,3605
2020/2/14,16:00,3686,0,3106,168,0,37,5,0,3,0,9,358,3686
2020/2/14,17:00,3753,0,3162,172,0,37,0,0,4,0,30,348,3753
2020/2/14,18:00,3733,0,3132,176,0,37,0,0,6,0,30,352,3733
2020/2/14,19:00,3626,0,3019,169,0,37,0,0,7,0,6,388,3626
2020/2/14,20:00,3508,0,2889,167,0,37,0,0,8,0,0,407,3508
2020/2/14,21:00,3364,0,2720,159,0,37,0,0,10,0,0,438,3364
2020/2/14,22:00,3230,0,2600,142,0,37,0,0,14,0,0,437,3230
2020/2/14,23:00,3047,0,2477,104,0,37,0,0,15,0,0,414,3047
2020/2/15,0:00,2820,0,2290,88,0,37,0,0,16,0,0,389,2820
2020/2/15,1:00,2707,0,2178,91,0,37,0,0,17,0,0,384,2707
2020/2/15,2:00,2673,0,2132,103,0,37,0,0,19,0,0,382,2673
2020/2/15,3:00,2654,0,2106,104,0,37,0,0,19,0,0,388,2654
2020/2/15,4:00,2673,0,2126,104,0,37,0,0,19,0,0,387,2673
2020/2/15,5:00,2732,0,2178,129,0,37,0,0,20,0,0,368,2732
2020/2/15,6:00,2873,0,2311,123,0,37,0,0,21,0,13,368,2873
2020/2/15,7:00,3019,0,2291,121,0,37,102,0,22,0,20,426,3019
2020/2/15,8:00,3240,0,2216,115,0,37,379,0,22,0,8,463,3240
2020/2/15,9:00,3373,0,2154,84,0,37,585,0,19,0,0,494,3373
2020/2/15,10:00,3341,0,2048,91,0,37,700,0,13,0,-63,515,3341
2020/2/15,11:00,3327,0,2122,84,0,37,706,0,11,0,-139,506,3327
2020/2/15,12:00,3226,0,2180,80,0,37,572,0,10,0,-135,482,3226
2020/2/15,13:00,3165,0,2170,79,0,37,431,0,7,0,-36,477,3165
2020/2/15,14:00,3105,0,2190,84,0,37,297,0,6,0,0,491,3105
2020/2/15,15:00,3048,0,2279,127,0,37,128,0,5,0,0,472,3048
2020/2/15,16:00,3129,0,2533,141,0,37,18,0,4,0,0,396,3129
2020/2/15,17:00,3347,0,2801,153,0,37,0,0,4,0,0,352,3347
2020/2/15,18:00,3432,0,2864,169,0,37,0,0,4,0,0,358,3432
2020/2/15,19:00,3390,0,2819,161,0,37,0,0,4,0,0,369,3390
2020/2/15,20:00,3304,0,2728,154,0,37,0,0,5,0,0,380,3304
2020/2/15,21:00,3158,0,2592,130,0,37,0,0,4,0,0,395,3158
2020/2/15,22:00,2999,0,2450,107,0,37,0,0,5,0,0,400,2999
2020/2/15,23:00,2845,0,2310,101,0,37,0,0,7,0,0,390,2845
2020/2/16,0:00,2643,0,2113,102,0,37,0,0,8,0,0,383,2643
2020/2/16,1:00,2542,0,1999,103,0,37,0,0,8,0,0,395,2542
2020/2/16,2:00,2517,0,1965,114,0,37,0,0,9,0,0,392,2517
2020/2/16,3:00,2502,0,1948,113,0,37,0,0,9,0,0,395,2502
2020/2/16,4:00,2498,0,1952,113,0,37,0,0,9,0,0,387,2498
2020/2/16,5:00,2539,0,2003,105,0,37,0,0,8,0,0,386,2539
2020/2/16,6:00,2624,0,2064,112,0,37,0,0,7,0,0,404,2624
2020/2/16,7:00,2819,0,2151,123,0,37,52,0,7,0,0,449,2819
2020/2/16,8:00,3119,0,2356,116,0,37,145,0,7,0,0,458,3119
2020/2/16,9:00,3339,0,2545,112,0,37,154,0,9,0,0,482,3339
2020/2/16,10:00,3421,0,2608,124,0,37,154,0,11,0,0,487,3421
2020/2/16,11:00,3427,0,2593,123,0,37,167,0,13,0,0,494,3427
2020/2/16,12:00,3353,0,2578,106,0,37,122,0,13,0,0,497,3353
2020/2/16,13:00,3285,0,2526,119,0,38,95,0,14,0,0,493,3285
2020/2/16,14:00,3219,0,2498,121,0,39,65,0,15,0,0,481,3219
2020/2/16,15:00,3242,0,2556,133,0,39,28,0,15,0,-25,496,3242
2020/2/16,16:00,3347,0,2688,142,0,39,5,0,15,0,0,458,3347
2020/2/16,17:00,3549,0,2884,162,0,39,0,0,14,0,12,438,3549
2020/2/16,18:00,3609,0,2908,183,0,38,0,0,13,0,41,426,3609
2020/2/16,19:00,3548,0,2854,175,0,38,0,0,9,0,33,439,3548
2020/2/16,20:00,3454,0,2758,173,0,38,0,0,8,0,49,428,3454
2020/2/16,21:00,3284,0,2522,145,0,39,0,0,8,0,77,493,3284
2020/2/16,22:00,3066,0,2363,124,0,39,0,0,6,0,19,515,3066
2020/2/16,23:00,2853,0,2211,123,0,39,0,0,9,0,25,446,2853
2020/2/17,0:00,2637,0,2006,126,0,39,0,0,25,0,-16,457,2637
2020/2/17,1:00,2533,0,1964,126,0,39,0,0,25,0,-58,437,2533
2020/2/17,2:00,2509,0,1942,139,0,39,0,0,24,0,-58,423,2509
2020/2/17,3:00,2510,0,1940,141,0,39,0,0,24,0,-68,434,2510
2020/2/17,4:00,2547,0,1949,148,0,39,0,0,24,0,-20,407,2547
2020/2/17,5:00,2695,0,2070,165,0,39,0,0,25,0,0,396,2695
2020/2/17,6:00,3026,0,2413,159,0,39,1,0,26,0,0,388,3026
2020/2/17,7:00,3348,0,2625,174,0,39,78,0,27,0,2,403,3348
2020/2/17,8:00,3663,0,2682,179,0,38,230,0,26,0,96,412,3663
2020/2/17,9:00,3823,0,2614,182,0,38,373,0,27,0,132,457,3823
2020/2/17,10:00,3763,0,2544,182,0,38,477,0,25,0,22,475,3763
2020/2/17,11:00,3678,0,2404,175,0,38,548,0,24,0,-13,502,3678
2020/2/17,12:00,3465,0,2197,151,0,38,570,0,22,0,-26,513,3465
2020/2/17,13:00,3554,0,2380,147,0,38,536,0,20,0,-25,458,3554
2020/2/17,14:00,3539,0,2479,166,0,38,430,0,18,0,0,408,3539
2020/2/17,15:00,3532,0,2602,174,0,38,244,0,20,0,6,448,3532
2020/2/17,16:00,3640,0,2905,187,0,39,58,0,19,0,64,368,3640
2020/2/17,17:00,3842,0,3150,194,0,39,0,0,18,0,79,362,3842
2020/2/17,18:00,3919,0,3239,192,0,39,0,0,18,0,90,341,3919
2020/2/17,19:00,3815,0,3100,190,0,39,0,0,20,0,67,399,3815
2020/2/17,20:00,3694,0,2983,189,0,39,0,0,20,0,25,438,3694
2020/2/17,21:00,3543,0,2853,176,0,39,0,0,21,0,5,449,3543
2020/2/17,22:00,3377,0,2711,168,0,39,0,0,25,0,3,431,3377
2020/2/17,23:00,3170,0,2520,158,0,39,0,0,22,0,3,428,3170
2020/2/18,0:00,2930,0,2321,128,0,40,0,0,21,0,0,420,2930
2020/2/18,1:00,2804,0,2197,132,0,40,0,0,20,0,0,415,2804
2020/2/18,2:00,2779,0,2211,135,0,40,0,0,20,0,0,373,2779
2020/2/18,3:00,2782,0,2244,134,0,39,0,0,19,0,0,346,2782
2020/2/18,4:00,2827,0,2275,134,0,39,0,0,20,0,0,359,2827
2020/2/18,5:00,3030,0,2454,156,0,40,0,0,21,0,0,359,3030
2020/2/18,6:00,3446,0,2843,155,0,39,3,0,23,0,45,338,3446
2020/2/18,7:00,3657,0,2876,161,0,39,147,0,23,0,59,352,3657
2020/2/18,8:00,3796,0,2770,167,0,39,454,0,24,0,5,337,3796
2020/2/18,9:00,3876,0,2580,168,0,39,732,0,23,0,0,334,3876
2020/2/18,10:00,3827,0,2303,165,0,39,903,0,24,0,0,393,3827
2020/2/18,11:00,3775,0,2203,167,0,39,931,0,25,0,0,410,3775
2020/2/18,12:00,3534,0,1988,148,0,39,909,0,29,0,-13,434,3534
2020/2/18,13:00,3632,0,2133,161,0,39,853,0,31,0,0,415,3632
2020/2/18,14:00,3591,0,2257,164,0,39,681,0,32,0,0,418,3591
2020/2/18,15:00,3577,0,2503,174,0,39,419,0,31,0,0,411,3577
2020/2/18,16:00,3718,0,3029,176,0,39,119,0,30,0,0,325,3718
2020/2/18,17:00,3969,0,3379,188,0,39,0,0,30,0,59,274,3969
2020/2/18,18:00,4096,0,3417,188,0,39,0,0,29,0,115,308,4096
2020/2/18,19:00,4037,0,3402,186,0,39,0,0,28,0,53,329,4037
2020/2/18,20:00,3946,0,3337,181,0,39,0,0,27,0,11,351,3946
2020/2/18,21:00,3800,0,3148,167,0,39,0,0,26,0,0,420,3800
2020/2/18,22:00,3600,0,2956,117,0,39,0,0,27,0,0,461,3600
2020/2/18,23:00,3379,0,2772,113,0,39,0,0,28,0,0,427,3379
2020/2/19,0:00,3108,0,2532,112,0,39,0,0,26,0,0,399,3108
2020/2/19,1:00,2958,0,2382,110,0,39,0,0,26,0,-10,411,2958
2020/2/19,2:00,2909,0,2359,125,0,39,0,0,25,0,0,361,2909
2020/2/19,3:00,2889,0,2345,125,0,39,0,0,24,0,0,356,2889
2020/2/19,4:00,2925,0,2391,122,0,39,0,0,25,0,0,348,2925
2020/2/19,5:00,3123,0,2623,144,0,39,0,0,23,0,0,294,3123
2020/2/19,6:00,3560,0,2967,145,0,39,1,0,20,0,40,348,3560
2020/2/19,7:00,3791,0,3048,152,0,39,147,0,18,0,44,343,3791
2020/2/19,8:00,3940,0,2866,158,0,39,446,0,16,0,0,415,3940
2020/2/19,9:00,4008,0,2678,157,0,39,700,0,13,0,0,421,4008
2020/2/19,10:00,3912,0,2372,156,0,39,872,0,12,0,0,461,3912
2020/2/19,11:00,3823,0,2188,160,0,39,948,0,13,0,0,475,3823
2020/2/19,12:00,3568,0,2020,151,0,39,920,0,13,0,-65,490,3568
2020/2/19,13:00,3653,0,2112,150,0,39,849,0,13,0,0,490,3653
2020/2/19,14:00,3603,0,2226,156,0,39,666,0,14,0,0,502,3603
2020/2/19,15:00,3578,0,2512,162,0,39,401,0,13,0,0,451,3578
2020/2/19,16:00,3659,0,2940,167,0,39,105,0,10,0,0,398,3659
2020/2/19,17:00,3885,0,3298,183,0,39,0,0,9,0,26,330,3885
2020/2/19,18:00,4010,0,3422,182,0,39,0,0,9,0,101,257,4010
2020/2/19,19:00,3966,0,3330,178,0,39,0,0,9,0,39,371,3966
2020/2/19,20:00,3857,0,3180,165,0,39,0,0,9,0,13,451,3857
2020/2/19,21:00,3719,0,3065,158,0,39,0,0,8,0,0,449,3719
2020/2/19,22:00,3522,0,2905,113,0,39,0,0,7,0,0,458,3522
2020/2/19,23:00,3294,0,2715,108,0,39,0,0,8,0,0,424,3294
2020/2/20,0:00,3018,0,2467,101,0,39,0,0,8,0,-10,413,3018
2020/2/20,1:00,2880,0,2336,97,0,39,0,0,8,0,-10,410,2880
2020/2/20,2:00,2836,0,2311,103,0,39,0,0,8,0,-10,385,2836
2020/2/20,3:00,2826,0,2297,111,0,39,0,0,8,0,-10,381,2826
2020/2/20,4:00,2867,0,2312,138,0,39,0,0,6,0,-10,382,2867
2020/2/20,5:00,3060,0,2521,137,0,39,0,0,5,0,-10,368,3060
2020/2/20,6:00,3466,0,2876,139,0,39,2,0,5,0,11,394,3466
2020/2/20,7:00,3733,0,2933,137,0,39,135,0,5,0,30,454,3733
2020/2/20,8:00,3945,0,2919,142,0,40,419,0,4,0,0,421,3945
2020/2/20,9:00,4016,0,2724,149,0,40,710,0,4,0,0,389,4016
2020/2/20,10:00,3907,0,2356,150,0,40,891,0,4,0,0,466,3907
2020/2/20,11:00,3882,0,2296,144,0,40,892,0,4,0,0,506,3882
2020/2/20,12:00,3728,0,2319,130,0,40,717,0,4,0,0,518,3728
2020/2/20,13:00,3772,0,2606,134,0,40,482,0,4,0,0,506,3772
2020/2/20,14:00,3734,0,2739,141,0,40,309,0,5,0,0,500,3734
2020/2/20,15:00,3689,0,2914,155,0,40,119,0,4,0,0,457,3689
2020/2/20,16:00,3795,0,3077,159,0,40,19,0,4,0,65,431,3795
2020/2/20,17:00,3974,0,3155,173,0,40,0,0,4,0,173,429,3974
2020/2/20,18:00,4008,0,3183,176,0,40,0,0,5,0,168,436,4008
2020/2/20,19:00,3911,0,3191,172,0,40,0,0,6,0,53,449,3911
2020/2/20,20:00,3791,0,3118,158,0,40,0,0,6,0,15,454,3791
2020/2/20,21:00,3620,0,2956,151,0,40,0,0,7,0,0,466,3620
2020/2/20,22:00,3409,0,2798,102,0,40,0,0,9,0,0,460,3409
2020/2/20,23:00,3178,0,2616,95,0,40,0,0,9,0,0,418,3178
2020/2/21,0:00,2916,0,2358,91,0,40,0,0,10,0,0,417,2916
2020/2/21,1:00,2778,0,2227,98,0,40,0,0,12,0,0,401,2778
2020/2/21,2:00,2742,0,2209,97,0,40,0,0,13,0,0,383,2742
2020/2/21,3:00,2747,0,2227,93,0,40,0,0,15,0,0,372,2747
2020/2/21,4:00,2800,0,2261,122,0,40,0,0,14,0,0,363,2800
2020/2/21,5:00,2986,0,2456,129,0,40,0,0,13,0,0,348,2986
2020/2/21,6:00,3353,0,2796,131,0,40,2,0,12,0,13,359,3353
2020/2/21,7:00,3566,0,2796,135,0,40,145,0,11,0,31,408,3566
2020/2/21,8:00,3738,0,2624,137,0,40,453,0,12,0,0,472,3738
2020/2/21,9:00,3800,0,2369,141,0,40,744,0,12,0,0,494,3800
2020/2/21,10:00,3735,0,2118,139,0,40,926,0,10,0,-17,519,3735
2020/2/21,11:00,3649,0,2020,135,0,40,985,0,8,0,-58,519,3649
2020/2/21,12:00,3427,0,1976,130,0,41,981,0,6,0,-180,473,3427
2020/2/21,13:00,3506,0,2026,132,0,41,916,0,4,0,-127,514,3506
2020/2/21,14:00,3483,0,2160,135,0,41,736,0,3,0,-107,515,3483
2020/2/21,15:00,3469,0,2387,153,0,40,451,0,2,0,-32,468,3469
2020/2/21,16:00,3550,0,2830,166,0,41,125,0,2,0,0,386,3550
2020/2/21,17:00,3714,0,3096,179,0,40,0,0,2,0,65,332,3714
2020/2/21,18:00,3807,0,3133,183,0,40,0,0,2,0,110,339,3807
2020/2/21,19:00,3721,0,3047,174,0,40,0,0,2,0,96,362,3721
2020/2/21,20:00,3612,0,2978,163,0,40,0,0,3,0,40,388,3612
2020/2/21,21:00,3466,0,2864,160,0,40,0,0,5,0,0,397,3466
2020/2/21,22:00,3309,0,2734,107,0,40,0,0,6,0,0,422,3309
2020/2/21,23:00,3114,0,2547,101,0,40,0,0,8,0,0,418,3114
2020/2/22,0:00,2876,0,2338,107,0,41,0,0,9,0,0,381,2876
2020/2/22,1:00,2742,0,2190,111,0,41,0,0,9,0,0,391,2742
2020/2/22,2:00,2684,0,2136,110,0,41,0,0,10,0,0,387,2684
2020/2/22,3:00,2667,0,2124,107,0,41,0,0,10,0,0,385,2667
2020/2/22,4:00,2670,0,2131,103,0,41,0,0,10,0,0,385,2670
2020/2/22,5:00,2718,0,2179,111,0,40,0,0,10,0,0,378,2718
2020/2/22,6:00,2849,0,2276,120,0,40,2,0,11,0,0,400,2849
2020/2/22,7:00,3007,0,2296,102,0,40,112,0,12,0,0,445,3007
2020/2/22,8:00,3217,0,2289,92,0,40,320,0,15,0,0,461,3217
2020/2/22,9:00,3379,0,2305,99,0,40,448,0,18,0,0,469,3379
2020/2/22,10:00,3353,0,2222,96,0,40,483,0,19,0,0,493,3353
2020/2/22,11:00,3197,0,1988,90,0,40,576,0,21,0,-31,513,3197
2020/2/22,12:00,3143,0,1924,88,0,40,647,0,23,0,-96,517,3143
2020/2/22,13:00,3020,0,1798,89,0,40,574,0,25,0,-14,508,3020
2020/2/22,14:00,3039,0,1844,92,0,40,526,0,30,0,-9,516,3039
2020/2/22,15:00,3031,0,1957,108,0,40,272,0,30,0,109,515,3031
2020/2/22,16:00,3135,0,2144,121,0,40,61,0,29,0,229,511,3135
2020/2/22,17:00,3308,0,2330,138,0,40,0,0,29,0,263,508,3308
2020/2/22,18:00,3378,0,2376,149,0,40,0,0,31,0,271,511,3378
2020/2/22,19:00,3328,0,2373,137,0,40,0,0,35,0,233,510,3328
2020/2/22,20:00,3226,0,2321,135,0,40,0,0,37,0,185,508,3226
2020/2/22,21:00,3082,0,2284,127,0,40,0,0,38,0,81,512,3082
2020/2/22,22:00,2925,0,2209,122,0,40,0,0,38,0,1,515,2925
2020/2/22,23:00,2773,0,2093,120,0,40,0,0,36,0,0,484,2773
2020/2/23,0:00,2586,0,1911,120,0,40,0,0,30,0,0,485,2586
2020/2/23,1:00,2487,0,1810,127,0,40,0,0,29,0,-12,493,2487
2020/2/23,2:00,2477,0,1798,125,0,40,0,0,27,0,0,487,2477
2020/2/23,3:00,2481,0,1831,121,0,40,0,0,26,0,-10,473,2481
2020/2/23,4:00,2503,0,1849,123,0,40,0,0,25,0,-10,476,2503
2020/2/23,5:00,2544,0,1890,124,0,40,0,0,25,0,-5,470,2544
2020/2/23,6:00,2632,0,1928,128,0,40,3,0,26,0,0,507,2632
2020/2/23,7:00,2707,0,1848,109,0,40,167,0,26,0,-5,522,2707
2020/2/23,8:00,2791,0,1758,101,0,40,478,0,28,0,-129,515,2791
2020/2/23,9:00,2846,0,1712,101,0,40,749,0,29,0,-299,514,2846
2020/2/23,10:00,2863,0,1671,100,0,40,916,0,29,0,-416,523,2863
2020/2/23,11:00,2819,0,1678,98,0,40,968,0,31,0,-518,522,2819
2020/2/23,12:00,2749,0,1638,90,0,40,953,0,32,0,-525,521,2749
2020/2/23,13:00,2724,0,1652,89,0,40,903,0,33,0,-515,522,2724
2020/2/23,14:00,2701,0,1663,89,0,40,730,0,32,0,-374,521,2701
2020/2/23,15:00,2720,0,1750,102,0,40,455,0,32,0,-153,494,2720
2020/2/23,16:00,2842,0,1981,111,0,40,139,0,30,0,47,494,2842
2020/2/23,17:00,3176,0,2229,124,0,40,1,0,28,0,272,482,3176
2020/2/23,18:00,3409,0,2355,132,0,40,0,0,27,0,369,486,3409
2020/2/23,19:00,3420,0,2414,122,0,40,0,0,25,0,307,512,3420
2020/2/23,20:00,3383,0,2518,115,0,40,0,0,26,0,157,527,3383
2020/2/23,21:00,3269,0,2475,108,0,40,0,0,26,0,94,526,3269
2020/2/23,22:00,3105,0,2406,107,0,40,0,0,22,0,7,523,3105
2020/2/23,23:00,2937,0,2263,106,0,40,0,0,23,0,0,505,2937
2020/2/24,0:00,2726,0,2070,107,0,40,0,0,22,0,0,487,2726
2020/2/24,1:00,2625,0,1940,113,0,40,0,0,21,0,0,511,2625
2020/2/24,2:00,2603,0,1923,112,0,40,0,0,20,0,0,508,2603
2020/2/24,3:00,2606,0,1950,107,0,40,0,0,20,0,0,489,2606
2020/2/24,4:00,2621,0,1971,108,0,40,0,0,18,0,0,484,2621
2020/2/24,5:00,2718,0,2076,111,0,40,0,0,17,0,0,474,2718
2020/2/24,6:00,2909,0,2230,115,0,40,6,0,15,0,0,503,2909
2020/2/24,7:00,3073,0,2211,113,0,40,176,0,14,0,0,519,3073
2020/2/24,8:00,3229,0,2057,104,0,40,486,0,12,0,0,530,3229
2020/2/24,9:00,3295,0,1854,104,0,40,768,0,10,0,-5,524,3295
2020/2/24,10:00,3240,0,1763,104,0,40,949,0,12,0,-157,529,3240
2020/2/24,11:00,3162,0,1771,102,0,40,1024,0,14,0,-314,525,3162
2020/2/24,12:00,3042,0,1763,94,0,40,1009,0,17,0,-404,523,3042
2020/2/24,13:00,3038,0,1784,96,0,40,930,0,19,0,-357,526,3038
2020/2/24,14:00,2996,0,1824,97,0,40,745,0,21,0,-254,523,2996
2020/2/24,15:00,2990,0,1910,112,0,40,463,0,21,0,-77,521,2990
2020/2/24,16:00,3077,0,2254,126,0,40,139,0,23,0,6,489,3077
2020/2/24,17:00,3351,0,2636,140,0,40,1,0,22,0,44,468,3351
2020/2/24,18:00,3542,0,2760,143,0,40,0,0,23,0,99,477,3542
2020/2/24,19:00,3511,0,2733,129,0,40,0,0,22,0,87,500,3511
2020/2/24,20:00,3444,0,2710,119,0,40,0,0,21,0,34,520,3444
2020/2/24,21:00,3304,0,2607,111,0,40,0,0,20,0,0,526,3304
2020/2/24,22:00,3120,0,2432,105,0,40,0,0,20,0,0,523,3120
2020/2/24,23:00,2935,0,2300,105,0,40,0,0,19,0,0,471,2935
2020/2/25,0:00,2730,0,2108,102,0,40,0,0,16,0,-5,469,2730
2020/2/25,1:00,2634,0,1979,102,0,40,0,0,17,0,-10,506,2634
2020/2/25,2:00,2624,0,1985,99,0,40,0,0,14,0,-10,496,2624
2020/2/25,3:00,2634,0,2039,94,0,40,0,0,15,0,-10,456,2634
2020/2/25,4:00,2697,0,2112,94,0,40,0,0,15,0,-10,446,2697
2020/2/25,5:00,2883,0,2305,92,0,40,0,0,12,0,0,434,2883
2020/2/25,6:00,3244,0,2653,103,0,40,6,0,7,0,0,435,3244
2020/2/25,7:00,3460,0,2628,136,0,40,172,0,7,0,0,477,3460
2020/2/25,8:00,3689,0,2542,146,0,40,482,0,5,0,0,474,3689
2020/2/25,9:00,3819,0,2459,105,0,40,723,0,5,0,0,487,3819
2020/2/25,10:00,3878,0,2470,100,0,40,762,0,4,0,0,502,3878
2020/2/25,11:00,3807,0,2714,96,0,40,432,0,5,0,0,520,3807
2020/2/25,12:00,3594,0,2647,83,0,40,297,0,5,0,0,522,3594
2020/2/25,13:00,3803,0,2910,89,0,40,238,0,4,0,0,522,3803
2020/2/25,14:00,3762,0,2998,104,0,40,116,0,3,0,0,501,3762
2020/2/25,15:00,3708,0,3037,113,0,40,50,0,2,0,3,463,3708
2020/2/25,16:00,3790,0,3166,130,0,41,14,0,2,0,37,400,3790
2020/2/25,17:00,3899,0,3241,167,0,41,0,0,3,0,66,381,3899
2020/2/25,18:00,3913,0,3235,180,0,41,0,0,3,0,74,380,3913
2020/2/25,19:00,3804,0,3131,173,0,41,0,0,3,0,39,417,3804
